run_id,saddle_error_mean,saddle_error_stdv,minima_error_mean,minima_error_stdv,bias_count_mean,bias_count_stdv,energy_calls_mean,energy_calls_stdv,force_calls_mean,force_calls_stdv,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
21,0.2794300861726107,0.025355401737583983,1.1423901655589297e-07,1.31780551601494e-07,2000.0,0.0,"[13.0, 3049.3333333333335]","[0.0, 774.3945305132836]","[13.0, 3049.3333333333335]","[0.0, 774.3945305132836]",0.3333333333333333,0.0336111111111111,0.0333333333333333,1.2666666666666666,0.001,Scipy
22,0.03819017642628091,0.009102766053938859,8.527967483694154e-07,8.541102813149972e-07,2000.0,0.0,"[104.0, 22419.333333333332]","[0.0, 1586.0416836332588]","[104.0, 22419.333333333332]","[0.0, 1586.0416836332588]",0.3333333333333333,0.0336111111111111,0.0333333333333333,1.2666666666666666,0.0001,FIRE
23,0.2635703696282876,0.11157325778159682,9.438846941306338e-07,9.593044446413635e-07,2000.0,0.0,"[13.0, 6854.333333333333]","[0.0, 1969.4724053805771]","[13.0, 6854.333333333333]","[0.0, 1969.4724053805771]",0.3333333333333333,0.0336111111111111,0.0333333333333333,1.2666666666666666,0.0001,Scipy
24,0.03734907762254323,0.010165270610468045,8.361301287154845e-07,8.366917440494251e-07,2000.0,0.0,"[104.0, 39167.0]","[0.0, 1862.7642541842665]","[104.0, 39167.0]","[0.0, 1862.7642541842665]",0.3333333333333333,0.0336111111111111,0.02,0.76,0.1,FIRE
25,0.2330756088624858,0.05756280759535414,3.288268548401309e-08,4.6569614567923834e-08,2000.0,0.0,"[13.0, 4712.666666666667]","[0.0, 656.4679902495035]","[13.0, 4712.666666666667]","[0.0, 656.4679902495035]",0.3333333333333333,0.0336111111111111,0.02,0.76,0.1,Scipy
26,0.038387097531225316,0.012078331569282647,8.832067136130366e-07,8.868930230931188e-07,2000.0,0.0,"[104.0, 39419.666666666664]","[0.0, 3344.0271463544605]","[104.0, 39419.666666666664]","[0.0, 3344.0271463544605]",0.3333333333333333,0.0336111111111111,0.02,0.76,0.01,FIRE
27,0.1839410358121505,0.02934414438430726,1.0641941393148704e-08,1.9665937205968636e-08,2000.0,0.0,"[13.0, 5046.666666666667]","[0.0, 911.7106022319923]","[13.0, 5046.666666666667]","[0.0, 911.7106022319923]",0.3333333333333333,0.0336111111111111,0.02,0.76,0.01,Scipy
28,0.03204884036469983,0.009076862081348478,7.947721677892004e-07,7.972999443726945e-07,2000.0,0.0,"[104.0, 35413.0]","[0.0, 1066.0834864118287]","[104.0, 35413.0]","[0.0, 1066.0834864118287]",0.3333333333333333,0.0336111111111111,0.02,0.76,0.001,FIRE
29,0.22059233083753493,0.0927437414881686,3.2873602569911705e-08,4.7637445938514734e-08,2000.0,0.0,"[13.0, 5761.0]","[0.0, 1817.5831938777017]","[13.0, 5761.0]","[0.0, 1817.5831938777017]",0.3333333333333333,0.0336111111111111,0.02,0.76,0.001,Scipy
30,0.038634000647903934,0.012535592049963091,8.738456245126289e-07,8.742008681757959e-07,2000.0,0.0,"[104.0, 31333.333333333332]","[0.0, 845.8685214355453]","[104.0, 31333.333333333332]","[0.0, 845.8685214355453]",0.3333333333333333,0.0336111111111111,0.02,0.76,0.0001,FIRE
31,0.24726762545016556,0.09342227687010894,8.501700172643589e-07,8.595023415933457e-07,2000.0,0.0,"[13.0, 8411.666666666666]","[0.0, 1237.1713256008195]","[13.0, 8411.666666666666]","[0.0, 1237.1713256008195]",0.3333333333333333,0.0336111111111111,0.02,0.76,0.0001,Scipy
32,0.03304982462513151,0.007923084455144617,8.277973305456562e-07,8.278898354087623e-07,2000.0,0.0,"[104.0, 74775.0]","[0.0, 578.2738682204711]","[104.0, 74775.0]","[0.0, 578.2738682204711]",0.3333333333333333,0.0336111111111111,0.01,0.38,0.1,FIRE
33,0.18939252999668219,0.06288866920976056,7.453559921076074e-09,1.6666666657894073e-08,2000.0,0.0,"[13.0, 7527.333333333333]","[0.0, 565.3962229170698]","[13.0, 7527.333333333333]","[0.0, 565.3962229170698]",0.3333333333333333,0.0336111111111111,0.01,0.38,0.1,Scipy
34,0.032065246923828415,0.016183163241047197,8.291127245150005e-07,8.293403544284659e-07,2000.0,0.0,"[104.0, 75186.0]","[0.0, 4702.289087951385]","[104.0, 75186.0]","[0.0, 4702.289087951385]",0.3333333333333333,0.0336111111111111,0.01,0.38,0.01,FIRE
35,0.2369215304394643,0.03887601615066764,0.0,0.0,2000.0,0.0,"[13.0, 8340.333333333334]","[0.0, 1128.7333116768057]","[13.0, 8340.333333333334]","[0.0, 1128.7333116768057]",0.3333333333333333,0.0336111111111111,0.01,0.38,0.01,Scipy
36,0.033510074193316274,0.01254220265318955,8.538166875929712e-07,8.547789562305305e-07,2000.0,0.0,"[104.0, 67480.66666666667]","[0.0, 3143.5990343695057]","[104.0, 67480.66666666667]","[0.0, 3143.5990343695057]",0.3333333333333333,0.0336111111111111,0.01,0.38,0.001,FIRE
37,0.25747016262816197,0.026152264535907233,1.490711986697749e-08,1.66666666689963e-08,2000.0,0.0,"[13.0, 8537.0]","[0.0, 1267.7483977509103]","[13.0, 8537.0]","[0.0, 1267.7483977509103]",0.3333333333333333,0.0336111111111111,0.01,0.38,0.001,Scipy
38,0.04005422413068066,0.01632866199014494,8.975278623866111e-07,8.979850052434882e-07,2000.0,0.0,"[104.0, 64092.0]","[0.0, 2634.404803113346]","[104.0, 64092.0]","[0.0, 2634.404803113346]",0.3333333333333333,0.0336111111111111,0.01,0.38,0.0001,FIRE
39,0.29918358123938654,0.0476882163517741,5.86101350715578e-07,7.124618399672274e-07,2000.0,0.0,"[13.0, 17333.666666666668]","[0.0, 1084.5940356752023]","[13.0, 17333.666666666668]","[0.0, 1084.5940356752023]",0.3333333333333333,0.0336111111111111,0.01,0.38,0.0001,Scipy
40,0.37585328474721796,0.33301079285521107,0.40189486764295407,0.40189486798936214,69.66666666666667,1.699673171197595,"[104.0, 1695.3333333333333, 9342.666666666666]","[0.0, 314.58155628637155, 382.28290861902553]","[104.0, 1695.3333333333333, 9342.666666666666]","[0.0, 314.58155628637155, 382.28290861902553]",0.2,0.0121,0.2,7.6,0.1,FIRE
41,0.36131762293423964,0.1374275008045191,0.267958604226919,0.37895069617396854,41.666666666666664,15.797327481430381,"[13.0, 398.3333333333333, 1062.3333333333333]","[0.0, 206.57901367004558, 380.5166079015329]","[13.0, 398.3333333333333, 1062.3333333333333]","[0.0, 206.57901367004558, 380.5166079015329]",0.2,0.0121,0.2,7.6,0.1,Scipy
42,0.04847715727482645,0.04498357992280284,0.4018948648497929,0.40189486519631473,61.0,15.895492023421818,"[104.0, 1729.0, 8178.666666666667]","[0.0, 365.17119273020427, 2094.823036811357]","[104.0, 1729.0, 8178.666666666667]","[0.0, 365.17119273020427, 2094.823036811357]",0.2,0.0121,0.2,7.6,0.01,FIRE
43,0.12315284821412777,0.04277366085135135,0.26792306387054327,0.37890043059937306,30.0,15.748015748023622,"[13.0, 615.6666666666666, 1268.0]","[0.0, 302.03789313410476, 740.9849301211642]","[13.0, 615.6666666666666, 1268.0]","[0.0, 302.03789313410476, 740.9849301211642]",0.2,0.0121,0.2,7.6,0.01,Scipy
44,0.11787347992100199,0.13239473286048362,0.4019002080518181,0.4019002083996407,55.333333333333336,19.189117286165672,"[104.0, 1934.3333333333333, 7705.333333333333]","[0.0, 213.7199621519296, 2728.96028227276]","[104.0, 1934.3333333333333, 7705.333333333333]","[0.0, 213.7199621519296, 2728.96028227276]",0.2,0.0121,0.2,7.6,0.001,FIRE
45,0.19127224386990335,0.12189973585347597,0.2679298007059991,0.3789099581311961,38.0,18.83259585576738,"[13.0, 619.6666666666666, 1520.6666666666667]","[0.0, 210.25434332942777, 842.5620979422756]","[13.0, 619.6666666666666, 1520.6666666666667]","[0.0, 210.25434332942777, 842.5620979422756]",0.2,0.0121,0.2,7.6,0.001,Scipy
46,0.16520376708713141,0.1427683022291277,0.40189347121636226,0.40189347160940614,65.66666666666667,13.960261060914616,"[104.0, 1979.0, 9205.333333333334]","[0.0, 178.4171142762562, 1833.2365428995306]","[104.0, 1979.0, 9205.333333333334]","[0.0, 178.4171142762562, 1833.2365428995306]",0.2,0.0121,0.2,7.6,0.0001,FIRE
47,0.2045644712604849,0.06736799252263267,0.13396126863998747,0.2995465030311228,59.666666666666664,23.328570942563587,"[13.0, 523.3333333333334, 2504.0]","[0.0, 248.67426261856875, 1043.7193109260745]","[13.0, 523.3333333333334, 2504.0]","[0.0, 248.67426261856875, 1043.7193109260745]",0.2,0.0121,0.2,7.6,0.0001,Scipy
48,0.04127107057240537,0.024275674221903062,0.4018981185560678,0.40189811866353015,113.0,13.490737563232042,"[104.0, 2909.3333333333335, 15192.333333333334]","[0.0, 155.13721525009902, 1866.8501695517923]","[104.0, 2909.3333333333335, 15192.333333333334]","[0.0, 155.13721525009902, 1866.8501695517923]",0.2,0.0121,0.1,3.8,0.1,FIRE
49,0.3033922893463832,0.21757458735335403,0.40191777773683285,0.4019177795311291,67.33333333333333,26.411277052720408,"[13.0, 1553.6666666666667, 3596.3333333333335]","[0.0, 560.2049228233857, 2253.0372586552776]","[13.0, 1553.6666666666667, 3596.3333333333335]","[0.0, 560.2049228233857, 2253.0372586552776]",0.2,0.0121,0.1,3.8,0.1,Scipy
50,0.033494520017237954,0.017280633488002742,0.40196431566068985,0.4019643356060194,105.66666666666667,29.93697082575694,"[104.0, 3219.3333333333335, 14247.333333333334]","[0.0, 189.02615927137938, 3987.635083048041]","[104.0, 3219.3333333333335, 14247.333333333334]","[0.0, 189.02615927137938, 3987.635083048041]",0.2,0.0121,0.1,3.8,0.01,FIRE
51,0.16135306640126704,0.06403914632647587,0.40191721772758804,0.40191722235614236,33.666666666666664,3.299831645537222,"[13.0, 817.6666666666666, 997.0]","[0.0, 46.33453235858639, 8.831760866327848]","[13.0, 817.6666666666666, 997.0]","[0.0, 46.33453235858639, 8.831760866327848]",0.2,0.0121,0.1,3.8,0.01,Scipy
52,0.037434103265954866,0.016722208923846262,0.40192612508901454,0.4019261283175653,123.0,18.05547008526779,"[104.0, 2821.0, 16814.0]","[0.0, 250.4808708597658, 2202.9731425205046]","[104.0, 2821.0, 16814.0]","[0.0, 250.4808708597658, 2202.9731425205046]",0.2,0.0121,0.1,3.8,0.001,FIRE
53,0.1755421896072794,0.08962810476062526,0.4019268768216344,0.40192688023594303,58.333333333333336,20.548046676563256,"[13.0, 758.6666666666666, 2244.6666666666665]","[0.0, 148.4505155112489, 965.6453225117848]","[13.0, 758.6666666666666, 2244.6666666666665]","[0.0, 148.4505155112489, 965.6453225117848]",0.2,0.0121,0.1,3.8,0.001,Scipy
54,0.0851749645503364,0.12959835896536315,0.4018959793872788,0.40189597967087093,137.33333333333334,7.930251502246879,"[104.0, 2716.3333333333335, 18862.666666666668]","[0.0, 357.21173304109453, 802.1057009868185]","[104.0, 2716.3333333333335, 18862.666666666668]","[0.0, 357.21173304109453, 802.1057009868185]",0.2,0.0121,0.1,3.8,0.0001,FIRE
55,0.14328131823034293,0.04374138592353599,0.40189598818942357,0.4018959884736741,69.66666666666667,18.979521127315678,"[13.0, 1236.0, 3638.3333333333335]","[0.0, 356.5678990973061, 1543.0187584371388]","[13.0, 1236.0, 3638.3333333333335]","[0.0, 356.5678990973061, 1543.0187584371388]",0.2,0.0121,0.1,3.8,0.0001,Scipy
56,0.0777610067142737,0.10417157485428341,0.40189145122598263,0.4018914512795392,315.3333333333333,7.408703590297622,"[104.0, 9054.0, 44798.333333333336]","[0.0, 546.2655032124947, 884.8790250022253]","[104.0, 9054.0, 44798.333333333336]","[0.0, 546.2655032124947, 884.8790250022253]",0.2,0.0121,0.0333333333333333,1.2666666666666666,0.1,FIRE
57,0.3614253092976858,0.2879058829505325,0.4018883015810764,0.40188830159974553,106.66666666666667,33.47967874530592,"[13.0, 2610.0, 3777.6666666666665]","[0.0, 315.1422959024489, 692.512976212159]","[13.0, 2610.0, 3777.6666666666665]","[0.0, 315.1422959024489, 692.512976212159]",0.2,0.0121,0.0333333333333333,1.2666666666666666,0.1,Scipy
58,0.03314759034720989,0.010734524422390266,0.40190844108765456,0.4019084415467623,278.3333333333333,19.618585292749547,"[104.0, 8533.333333333334, 38176.333333333336]","[0.0, 720.0464491190056, 3578.296459987009]","[104.0, 8533.333333333334, 38176.333333333336]","[0.0, 720.0464491190056, 3578.296459987009]",0.2,0.0121,0.0333333333333333,1.2666666666666666,0.01,FIRE
59,0.15976647341750497,0.09146634341878915,0.4019022984741438,0.4019022993409124,102.33333333333333,26.948510575210317,"[13.0, 2664.3333333333335, 3538.6666666666665]","[0.0, 173.497998707638, 632.7302391663887]","[13.0, 2664.3333333333335, 3538.6666666666665]","[0.0, 173.497998707638, 632.7302391663887]",0.2,0.0121,0.0333333333333333,1.2666666666666666,0.01,Scipy
60,0.03256477524669104,0.015163913393749404,0.4018921576892695,0.40189215771605075,309.6666666666667,22.484562605386735,"[104.0, 8538.0, 42015.666666666664]","[0.0, 524.8510899928348, 4373.808739404239]","[104.0, 8538.0, 42015.666666666664]","[0.0, 524.8510899928348, 4373.808739404239]",0.2,0.0121,0.0333333333333333,1.2666666666666666,0.001,FIRE
61,0.11981865431135215,0.05563826719467431,0.4018940317566229,0.4018940319841672,132.33333333333334,20.548046676563256,"[13.0, 2277.0, 4592.333333333333]","[0.0, 561.6766566866266, 936.9914027828052]","[13.0, 2277.0, 4592.333333333333]","[0.0, 561.6766566866266, 936.9914027828052]",0.2,0.0121,0.0333333333333333,1.2666666666666666,0.001,Scipy
62,0.04153413258792562,0.01693451491686285,0.40189186732113713,0.40189186734730653,324.0,15.121728296285006,"[104.0, 7185.0, 42942.0]","[0.0, 222.6941100852617, 2431.447853988785]","[104.0, 7185.0, 42942.0]","[0.0, 222.6941100852617, 2431.447853988785]",0.2,0.0121,0.0333333333333333,1.2666666666666666,0.0001,FIRE
63,0.14791938213539463,0.06988110167162243,0.26792781397792015,0.37890714829339084,229.33333333333334,153.57372460446769,"[13.0, 2428.3333333333335, 7702.0]","[0.0, 326.3130739370125, 4681.487797698505]","[13.0, 2428.3333333333335, 7702.0]","[0.0, 326.3130739370125, 4681.487797698505]",0.2,0.0121,0.0333333333333333,1.2666666666666666,0.0001,Scipy
64,0.0762556974153637,0.10922353294479066,0.4018892922384693,0.401889292240664,536.6666666666666,19.601587237318874,"[104.0, 14724.333333333334, 77095.66666666667]","[0.0, 553.0788571462682, 2488.128122817544]","[104.0, 14724.333333333334, 77095.66666666667]","[0.0, 553.0788571462682, 2488.128122817544]",0.2,0.0121,0.02,0.76,0.1,FIRE
65,0.2973721437689521,0.21835928356130854,0.40188565995495423,0.4018856600032905,159.33333333333334,52.21962168465882,"[13.0, 2707.6666666666665, 5954.666666666667]","[0.0, 322.7737425641821, 2159.9139386147363]","[13.0, 2707.6666666666665, 5954.666666666667]","[0.0, 322.7737425641821, 2159.9139386147363]",0.2,0.0121,0.02,0.76,0.1,Scipy
66,0.04252133894972316,0.016748697803656003,0.4018948147488594,0.4018948148954658,582.6666666666666,15.3260852434302,"[104.0, 13743.333333333334, 78274.0]","[0.0, 710.8991177062717, 2427.9655406670554]","[104.0, 13743.333333333334, 78274.0]","[0.0, 710.8991177062717, 2427.9655406670554]",0.2,0.0121,0.02,0.76,0.01,FIRE
67,0.1083712809959042,0.040078120897903566,0.4018899619060732,0.40188996193502635,123.33333333333333,24.796953217863052,"[13.0, 4854.0, 5810.666666666667]","[0.0, 1053.840911459916, 1366.2152913147409]","[13.0, 4854.0, 5810.666666666667]","[0.0, 1053.840911459916, 1366.2152913147409]",0.2,0.0121,0.02,0.76,0.01,Scipy
68,0.03122361003977209,0.021167883997515638,0.4018888464559522,0.40188884646180156,567.0,46.396838972786355,"[104.0, 13101.666666666666, 74604.33333333333]","[0.0, 336.60494483725114, 7253.368382268261]","[104.0, 13101.666666666666, 74604.33333333333]","[0.0, 336.60494483725114, 7253.368382268261]",0.2,0.0121,0.02,0.76,0.001,FIRE
69,0.12620925826043028,0.07412496903004545,0.2679290021087075,0.3789088285838037,242.66666666666666,106.69062230997103,"[13.0, 2738.0, 6165.666666666667]","[0.0, 257.37650760445615, 2028.8683764327566]","[13.0, 2738.0, 6165.666666666667]","[0.0, 257.37650760445615, 2028.8683764327566]",0.2,0.0121,0.02,0.76,0.001,Scipy
70,0.027125442365898162,0.013032195803019475,0.40189109930563066,0.4018910993174071,564.0,51.77515491687752,"[104.0, 12258.666666666666, 75402.0]","[0.0, 361.96715627556904, 8635.965840599418]","[104.0, 12258.666666666666, 75402.0]","[0.0, 361.96715627556904, 8635.965840599418]",0.2,0.0121,0.02,0.76,0.0001,FIRE
71,0.19219123215845405,0.11146715050560191,0.4019018338704883,0.4019018344529558,206.66666666666666,27.776888874666213,"[13.0, 3780.0, 6949.0]","[0.0, 1266.5372740928972, 2595.993194649529]","[13.0, 3780.0, 6949.0]","[0.0, 1266.5372740928972, 2595.993194649529]",0.2,0.0121,0.02,0.76,0.0001,Scipy
72,0.06960661306063116,0.0680484858500026,0.40189557878897064,0.40189557880463894,1072.3333333333333,23.156472577277878,"[104.0, 28097.333333333332, 159143.0]","[0.0, 342.8287554385652, 3336.3274219816417]","[104.0, 28097.333333333332, 159143.0]","[0.0, 342.8287554385652, 3336.3274219816417]",0.2,0.0121,0.01,0.38,0.1,FIRE
73,0.36467988953173697,0.2700590763395969,0.40188412074610963,0.40188412075324764,224.0,31.63331577098213,"[13.0, 6992.666666666667, 8950.333333333334]","[0.0, 1328.3258469048758, 909.9045126947236]","[13.0, 6992.666666666667, 8950.333333333334]","[0.0, 1328.3258469048758, 909.9045126947236]",0.2,0.0121,0.01,0.38,0.1,Scipy
74,0.05024418509443126,0.0127958927241485,0.40190332277298485,0.4019033230475146,1061.6666666666667,18.83849486792639,"[104.0, 28232.333333333332, 149671.66666666666]","[0.0, 390.54690997227067, 3059.5875902190187]","[104.0, 28232.333333333332, 149671.66666666666]","[0.0, 390.54690997227067, 3059.5875902190187]",0.2,0.0121,0.01,0.38,0.01,FIRE
75,0.1402626845102273,0.040354026327895684,0.40189148935531427,0.4018914893888322,242.0,20.215505600075073,"[13.0, 7253.333333333333, 7611.0]","[0.0, 1246.0383443359822, 1248.4240732486164]","[13.0, 7253.333333333333, 7611.0]","[0.0, 1246.0383443359822, 1248.4240732486164]",0.2,0.0121,0.01,0.38,0.01,Scipy
76,0.029779540761780784,0.017435822398143615,0.40189766670026345,0.4018976667904944,1093.3333333333333,27.920522121829233,"[104.0, 25800.0, 147746.33333333334]","[0.0, 1429.9489501377313, 3266.401111655184]","[104.0, 25800.0, 147746.33333333334]","[0.0, 1429.9489501377313, 3266.401111655184]",0.2,0.0121,0.01,0.38,0.001,FIRE
77,0.13923221856770615,0.09720306469189408,0.40188799646585505,0.40188799646915013,412.0,46.007245806140865,"[13.0, 6033.333333333333, 10660.0]","[0.0, 785.5759387580272, 220.2014229442368]","[13.0, 6033.333333333333, 10660.0]","[0.0, 785.5759387580272, 220.2014229442368]",0.2,0.0121,0.01,0.38,0.001,Scipy
78,0.030334944895630312,0.017836733329402683,0.4018922092978958,0.40189220931355674,1120.6666666666667,34.451253807211266,"[104.0, 22001.333333333332, 149861.66666666666]","[0.0, 746.3977194201195, 4650.389398271456]","[104.0, 22001.333333333332, 149861.66666666666]","[0.0, 746.3977194201195, 4650.389398271456]",0.2,0.0121,0.01,0.38,0.0001,FIRE
79,0.36589794029218375,0.4451873711582755,0.26792314497277725,0.37890054529671063,605.0,429.71851251720585,"[13.0, 6853.333333333333, 16458.666666666668]","[0.0, 976.5914646815672, 10584.575643621974]","[13.0, 6853.333333333333, 16458.666666666668]","[0.0, 976.5914646815672, 10584.575643621974]",0.2,0.0121,0.01,0.38,0.0001,Scipy
80,0.542488768275133,0.22986827875137736,0.40188165613613713,0.40188165613613763,167.0,35.33647784749729,"[104.0, 2678.6666666666665, 22173.0]","[0.0, 738.5401516204488, 4749.317705383234]","[104.0, 2678.6666666666665, 22173.0]","[0.0, 738.5401516204488, 4749.317705383234]",0.125,0.0047265625,0.2,7.6,0.1,FIRE
81,0.32597828654631356,0.21829080357036162,0.401881642234758,0.401881642234758,25.0,4.08248290463863,"[13.0, 1266.0, 1625.6666666666667]","[0.0, 176.50684594844097, 180.43342878253526]","[13.0, 1266.0, 1625.6666666666667]","[0.0, 176.50684594844097, 180.43342878253526]",0.125,0.0047265625,0.2,7.6,0.1,Scipy
82,0.2693571488804396,0.1483793799461164,0.40188164593749987,0.4018816459374999,176.66666666666666,13.888444437333106,"[104.0, 3607.3333333333335, 23730.333333333332]","[0.0, 253.49600040675637, 1996.7288804998595]","[104.0, 3607.3333333333335, 23730.333333333332]","[0.0, 253.49600040675637, 1996.7288804998595]",0.125,0.0047265625,0.2,7.6,0.01,FIRE
83,0.21714419492518303,0.07536033065809838,0.2679210951263682,0.378897646373562,54.0,32.69046751985457,"[13.0, 532.0, 1840.6666666666667]","[0.0, 224.54101332867157, 815.9748089793513]","[13.0, 532.0, 1840.6666666666667]","[0.0, 224.54101332867157, 815.9748089793513]",0.125,0.0047265625,0.2,7.6,0.01,Scipy
84,0.2069313139008507,0.10262914056016274,0.40188164363133466,0.4018816436313347,159.66666666666666,13.912424503139471,"[104.0, 3705.0, 21559.333333333332]","[0.0, 368.30784225518016, 1824.1025799615059]","[104.0, 3705.0, 21559.333333333332]","[0.0, 368.30784225518016, 1824.1025799615059]",0.125,0.0047265625,0.2,7.6,0.001,FIRE
85,0.4607556843864211,0.4350288851464616,0.2679210965229448,0.37889764834861966,74.0,49.50420857529859,"[13.0, 1361.3333333333333, 4819.0]","[0.0, 683.0916645825963, 3437.13165299207]","[13.0, 1361.3333333333333, 4819.0]","[0.0, 683.0916645825963, 3437.13165299207]",0.125,0.0047265625,0.2,7.6,0.001,Scipy
86,0.42079541033039924,0.3419013233651399,0.4018816482436651,0.4018816482436651,168.33333333333334,7.363574011458174,"[104.0, 3246.3333333333335, 23649.0]","[0.0, 219.89290322538582, 999.4641897870412]","[104.0, 3246.3333333333335, 23649.0]","[0.0, 219.89290322538582, 999.4641897870412]",0.125,0.0047265625,0.2,7.6,0.0001,FIRE
87,0.2458696309524219,0.12077551117592183,0.40188164454092323,0.4018816445409233,59.333333333333336,7.71722460186015,"[13.0, 1448.0, 3867.3333333333335]","[0.0, 403.9438904930568, 946.5010418495175]","[13.0, 1448.0, 3867.3333333333335]","[0.0, 403.9438904930568, 946.5010418495175]",0.125,0.0047265625,0.2,7.6,0.0001,Scipy
88,0.5963090850474563,0.15621951078319715,0.4018816454505118,0.40188164545051186,259.0,28.296053906272277,"[104.0, 6438.666666666667, 34380.0]","[0.0, 1045.6367544334994, 3384.92215567803]","[104.0, 6438.666666666667, 34380.0]","[0.0, 1045.6367544334994, 3384.92215567803]",0.125,0.0047265625,0.1,3.8,0.1,FIRE
89,0.6353362191686683,0.3722359498423358,0.2679210942167796,0.3788976450872095,102.33333333333333,49.8085222516076,"[13.0, 1097.0, 3732.6666666666665]","[0.0, 267.81087854429416, 2765.568577265]","[13.0, 1097.0, 3732.6666666666665]","[0.0, 267.81087854429416, 2765.568577265]",0.125,0.0047265625,0.1,3.8,0.1,Scipy
90,0.04198538797429394,0.013101775145174641,0.40188164454092323,0.4018816445409233,273.3333333333333,23.6267268622258,"[104.0, 6021.666666666667, 36815.666666666664]","[0.0, 776.0297817881877, 2326.955426207291]","[104.0, 6021.666666666667, 36815.666666666664]","[0.0, 776.0297817881877, 2326.955426207291]",0.125,0.0047265625,0.1,3.8,0.01,FIRE
91,0.17359013102056664,0.09285554990475285,0.2679210965229448,0.3788976483486197,98.33333333333333,59.4100627466051,"[13.0, 2237.0, 4454.333333333333]","[0.0, 1654.4439146331515, 2717.012125274543]","[13.0, 2237.0, 4454.333333333333]","[0.0, 1654.4439146331515, 2717.012125274543]",0.125,0.0047265625,0.1,3.8,0.01,Scipy
92,0.06768833654008861,0.05449117286147718,0.40188164454092323,0.4018816445409233,239.33333333333334,6.599663291074443,"[104.0, 6247.333333333333, 32745.666666666668]","[0.0, 695.4616372517529, 1104.4112559287967]","[104.0, 6247.333333333333, 32745.666666666668]","[0.0, 695.4616372517529, 1104.4112559287967]",0.125,0.0047265625,0.1,3.8,0.001,FIRE
93,0.16204824221712094,0.12601075253064895,0.2679210951263682,0.37889764637356205,117.0,96.66436778875658,"[13.0, 2382.0, 5676.333333333333]","[0.0, 317.05625158111405, 4506.016299225835]","[13.0, 2382.0, 5676.333333333333]","[0.0, 317.05625158111405, 4506.016299225835]",0.125,0.0047265625,0.1,3.8,0.001,Scipy
94,0.07393092025150819,0.05935292261489731,0.40188164593749987,0.4018816459374999,235.0,11.575836902790225,"[104.0, 6637.0, 32865.666666666664]","[0.0, 542.9297069296049, 2092.2259809962106]","[104.0, 6637.0, 32865.666666666664]","[0.0, 542.9297069296049, 2092.2259809962106]",0.125,0.0047265625,0.1,3.8,0.0001,FIRE
95,0.18725477672516355,0.10915906051569398,0.13396054850496647,0.2995448927602628,158.66666666666666,70.05870554201114,"[13.0, 1869.3333333333333, 8746.333333333334]","[0.0, 1061.965891898396, 4125.2672910033625]","[13.0, 1869.3333333333333, 8746.333333333334]","[0.0, 1061.965891898396, 4125.2672910033625]",0.125,0.0047265625,0.1,3.8,0.0001,Scipy
96,0.7122709555929482,0.10252865946994501,0.40188165012722993,0.4018816501272301,758.6666666666666,42.28737662970148,"[104.0, 16932.333333333332, 103344.66666666667]","[0.0, 1018.3065462925309, 5839.781807187282]","[104.0, 16932.333333333332, 103344.66666666667]","[0.0, 1018.3065462925309, 5839.781807187282]",0.125,0.0047265625,0.0333333333333333,1.2666666666666666,0.1,FIRE
97,0.49417626083427374,0.3110987099428357,0.2679210942167796,0.3788976450872095,267.0,213.23383096184963,"[13.0, 4572.0, 10007.333333333334]","[0.0, 885.4637203183426, 7734.222750577821]","[13.0, 4572.0, 10007.333333333334]","[0.0, 885.4637203183426, 7734.222750577821]",0.125,0.0047265625,0.0333333333333333,1.2666666666666666,0.1,Scipy
98,0.03416205857472128,0.010108576473326908,0.40188165103681855,0.40188165103681883,704.6666666666666,4.642796092394707,"[104.0, 18026.666666666668, 98035.66666666667]","[0.0, 907.7717530059831, 1493.50981100077]","[104.0, 18026.666666666668, 98035.66666666667]","[0.0, 907.7717530059831, 1493.50981100077]",0.125,0.0047265625,0.0333333333333333,1.2666666666666666,0.01,FIRE
99,0.09952229116725297,0.044088829584057763,0.40188164363133466,0.40188164363133466,123.33333333333333,29.892399628593814,"[13.0, 4500.333333333333, 5077.0]","[0.0, 1415.5244807333977, 1758.108074038681]","[13.0, 4500.333333333333, 5077.0]","[0.0, 1415.5244807333977, 1758.108074038681]",0.125,0.0047265625,0.0333333333333333,1.2666666666666666,0.01,Scipy
100,0.03984680472821142,0.01925362484981828,0.40188164363133466,0.4018816436313347,690.0,27.796882319185844,"[104.0, 17909.333333333332, 98737.0]","[0.0, 370.6906467063278, 3564.1027856483975]","[104.0, 17909.333333333332, 98737.0]","[0.0, 370.6906467063278, 3564.1027856483975]",0.125,0.0047265625,0.0333333333333333,1.2666666666666666,0.001,FIRE
101,0.10116849096827742,0.045132430181378504,0.4018816413251694,0.4018816413251694,155.0,14.514360704718161,"[13.0, 4586.666666666667, 6629.333333333333]","[0.0, 903.12875912328, 1604.207454026927]","[13.0, 4586.666666666667, 6629.333333333333]","[0.0, 903.12875912328, 1604.207454026927]",0.125,0.0047265625,0.0333333333333333,1.2666666666666666,0.001,Scipy
