found_minima,found_saddles,minima_l2_error_mean,minima_l2_error_stdv,minima_l2_error_max,saddle_l2_error_mean,saddle_l2_error_stdv,saddle_l2_error_max,bias_count,energy_calls_at_each_min,force_calls_at_each_min,run_id,seed,bias_std_dev_scale,bias_covariance,bias_height_fraction,bias_height,perturbation_size,optimizer
"[array([0.62349941, 0.02803776]), array([-0.05002169,  0.46669685]), array([-0.55822364,  1.44172584])]","[array([0.21280265, 0.29965545]), array([-0.82758903,  0.61586011]), array([0.21280265, 0.29965545]), array([-0.82758903,  0.61586011])]",3.7360562097018566e-06,5.281987808296117e-06,1.1205915003142604e-05,0.008403558610712392,0.001728950170478161,0.010132508781190553,319,"[104, 9811, 45226]","[104, 9811, 45226]",170,111,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002925,  0.46669892]), array([-0.55822363,  1.44172584])]","[array([0.2240752 , 0.42465792]), array([-0.09232176,  0.37608246]), array([0.2240752 , 0.42465792]), array([-0.09232176,  0.37608246])]",6.348460872967222e-06,8.97776655331327e-06,1.9044940092451546e-05,0.22405507998327473,0.0918764910513861,0.3159315710346608,66,"[13, 2748, 2805]","[13, 2748, 2805]",171,42,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003457,  0.46670031]), array([-0.55822363,  1.44172584])]","[array([0.18190605, 0.29644046]), array([-0.82032649,  0.57746174]), array([0.18190605, 0.29644046]), array([-0.82032649,  0.57746174])]",8.183810375365158e-06,1.1571495142577982e-05,2.454837573177052e-05,0.03882788575184318,0.0080531164214744,0.04688100217331758,323,"[104, 9192, 44835]","[104, 9192, 44835]",180,42,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.0500166 ,  0.46669557]), array([-0.55822363,  1.44172584])]","[array([ 0.84220884, -0.07592764]), array([ 0.9504069 , -0.01073106]), array([ 0.84220884, -0.07592764]), array([ 0.9504069 , -0.01073106])]",1.987750222927666e-06,2.8090759423750146e-06,5.960383281451076e-06,0.7639039982002575,0.03407586262050988,0.7979798608207673,106,"[13, 2908, 4165]","[13, 2908, 4165]",172,61,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05004381,  0.46670279]), array([-0.55822364,  1.44172584])]","[array([0.51554235, 0.23694795]), array([-0.82863557,  0.61175423]), array([0.51554235, 0.23694795]), array([-0.82863557,  0.61175423])]",1.137059233975294e-05,1.6077624177998897e-05,3.4107786474219284e-05,0.1611983709667551,0.1469952752432383,0.3081936462099934,322,"[104, 8542, 45603]","[104, 8542, 45603]",168,42,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.0500392 ,  0.46670157]), array([-0.55822363,  1.44172584])]","[array([0.26649877, 0.29822341]), array([-0.81953055,  0.60664385]), array([0.26649877, 0.29822341]), array([-0.81953055,  0.60664385])]",9.781715518352614e-06,1.3830680676496663e-05,2.93412516775835e-05,0.03605310066279187,0.018212197367234426,0.05426529803002629,306,"[104, 7428, 40088]","[104, 7428, 40088]",186,42,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002737,  0.46669845]), array([-0.55822363,  1.44172584])]","[array([0.18131271, 0.11197888]), array([0.30927134, 0.49480086]), array([0.18131271, 0.11197888]), array([0.30927134, 0.49480086])]",5.701961306118002e-06,8.063477242965724e-06,1.7105440182974275e-05,0.2037473411858176,0.020073095815814013,0.22382043700163162,148,"[13, 2174, 4363]","[13, 2174, 4363]",173,111,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003984,  0.46670178]), array([-0.55822363,  1.44172584])]","[array([0.2132838 , 0.30921927]), array([-0.82103817,  0.60604942]), array([0.2132838 , 0.30921927]), array([-0.82103817,  0.60604942])]",1.0005636746932572e-05,1.414752232734279e-05,3.0013254673637826e-05,0.017269642139909655,0.0010191332264502164,0.018288775366359873,255,"[104, 8298, 34293]","[104, 8298, 34293]",176,111,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002224,  0.46669704]), array([-0.55822363,  1.44172584])]","[array([-0.17179811,  0.42489077]), array([0.24593108, 0.36919319]), array([-0.17179811,  0.42489077]), array([0.24593108, 0.36919319])]",3.928273985083463e-06,5.5550964260539805e-06,1.1784366691072202e-05,0.24475631126354033,0.16153542780050587,0.4062917390640462,93,"[13, 2444, 3318]","[13, 2444, 3318]",177,42,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05010811,  0.46671681]), array([-0.55822363,  1.44172584])]","[array([0.21056869, 0.43373621]), array([-1.10720795,  0.79211694]), array([0.21056869, 0.43373621]), array([-1.10720795,  0.79211694])]",3.330126859183701e-05,4.709478289957271e-05,9.990334928542627e-05,0.23583508688075677,0.09507413301906992,0.3309092198998267,139,"[13, 2868, 4400]","[13, 2868, 4400]",178,61,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003004,  0.46669913]), array([-0.55822363,  1.44172584])]","[array([0.19999027, 0.42370733]), array([0.17761288, 0.39800558]), array([0.19999027, 0.42370733]), array([0.17761288, 0.39800558])]",6.62222417012383e-06,9.364925578247154e-06,1.986622893346734e-05,0.12098558673021798,0.010329364676826866,0.13131495140704486,75,"[13, 2681, 2898]","[13, 2681, 2898]",179,111,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003901,  0.46670157]), array([-0.55822363,  1.44172584])]","[array([0.26059857, 0.28823621]), array([-0.82479508,  0.61031342]), array([0.26059857, 0.28823621]), array([-0.82479508,  0.61031342])]",9.721170210321412e-06,1.3745539656483842e-05,2.9160298802242665e-05,0.031310743693217874,0.017035362692094432,0.0483461063853123,278,"[104, 7907, 35838]","[104, 7907, 35838]",181,61,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002699,  0.46669834]), array([-0.55822363,  1.44172584])]","[array([0.21298241, 0.2733906 ]), array([-0.8169422 ,  0.61987238]), array([0.21298241, 0.2733906 ]), array([-0.8169422 ,  0.61987238])]",5.571310472806019e-06,7.877171375359265e-06,1.6711313059411246e-05,0.013167803118050181,0.006436198341339941,0.019604001459390123,305,"[104, 8809, 43566]","[104, 8809, 43566]",169,61,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05005243,  0.46670524]), array([-0.55822363,  1.44172584])]","[array([0.22940703, 0.34116777]), array([-0.82654077,  0.61012639]), array([0.22940703, 0.34116777]), array([-0.82654077,  0.61012639])]",1.435942749207181e-05,2.0305081616481317e-05,4.307514929185033e-05,0.03297959708793356,0.01808467679328783,0.05106427388122139,303,"[104, 9509, 42928]","[104, 9509, 42928]",174,42,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05003267,  0.46669983]), array([-0.55822363,  1.44172584])]","[array([0.21651328, 0.28629559]), array([-0.83494521,  0.62006959]), array([0.21651328, 0.28629559]), array([-0.83494521,  0.62006959])]",7.529827610850804e-06,1.0646223658336791e-05,2.2585861467730855e-05,0.010716060691429965,0.0029053596129109903,0.013621420304340956,343,"[104, 6890, 46030]","[104, 6890, 46030]",187,61,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05009731,  0.4667143 ]), array([-0.55822363,  1.44172584])]","[array([0.21438976, 0.43683931]), array([-1.12292555,  0.76426946]), array([0.21438976, 0.43683931]), array([-1.12292555,  0.76426946])]",2.9603823098694187e-05,4.186581402064852e-05,8.881102508647883e-05,0.2378708642374543,0.09400729466605533,0.33187815890350963,232,"[13, 3710, 9559]","[13, 3710, 9559]",215,111,0.2,0.012100000000000003,0.02,0.76,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002907,  0.46669882]), array([-0.55822363,  1.44172584])]","[array([0.22222247, 0.30662668]), array([-0.82540453,  0.61330451]), array([0.22222247, 0.30662668]), array([-0.82540453,  0.61330451])]",6.282762746506532e-06,8.884091632158423e-06,1.8846765618938984e-05,0.01413956733065543,0.002617293338518135,0.016756860669173566,519,"[104, 14376, 74226]","[104, 14376, 74226]",192,42,0.2,0.012100000000000003,0.02,0.76,0.1,FIRE
"[array([0.62349941, 0.02803776]), array([-0.0500232 ,  0.46669728]), array([-0.55822363,  1.44172584])]","[array([0.2510741 , 0.32146608]), array([-0.82058203,  0.59602727]), array([0.2510741 , 0.32146608]), array([-0.82058203,  0.59602727])]",4.261910928755356e-06,6.024760880544022e-06,1.2782209431185285e-05,0.03813961162856222,0.00981848399258521,0.04795809562114743,328,"[104, 8515, 45374]","[104, 8515, 45374]",182,111,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002709,  0.46669831]), array([-0.55822363,  1.44172584])]","[array([0.18839009, 0.42955512]), array([0.15422522, 0.21371347]), array([0.18839009, 0.42955512]), array([0.15422522, 0.21371347])]",5.602324631154355e-06,7.922514772225263e-06,1.6806452470122755e-05,0.11852884856303111,0.020147503868823267,0.1386763524318544,129,"[13, 2542, 5359]","[13, 2542, 5359]",183,42,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001806,  0.46669594]), array([-0.55822363,  1.44172584])]","[array([-0.15271582,  0.43109581]), array([0.19847776, 0.27736121]), array([-0.15271582,  0.43109581]), array([0.19847776, 0.27736121])]",2.4870860622269167e-06,3.516956835387065e-06,7.460814117038225e-06,0.20571546909286048,0.1847284745014895,0.39044394359435,109,"[13, 1496, 3273]","[13, 1496, 3273]",184,61,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001728,  0.46669574]), array([-0.55822363,  1.44172584])]","[array([ 0.8747845 , -0.05650825]), array([0.08383088, 0.54565038]), array([ 0.8747845 , -0.05650825]), array([0.08383088, 0.54565038])]",2.2197337198850543e-06,3.138665714853557e-06,6.658477339551298e-06,0.5161943704692566,0.23266234983349782,0.7488567203027544,195,"[13, 7981, 8323]","[13, 7981, 8323]",220,61,0.2,0.012100000000000003,0.01,0.38,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002315,  0.46669727]), array([-0.55822364,  1.44172584])]","[array([0.24248068, 0.32698855]), array([-0.84983573,  0.62178385]), array([0.24248068, 0.32698855]), array([-0.84983573,  0.62178385])]",4.244143426783779e-06,5.9999147801773464e-06,1.2729304257461893e-05,0.0366441119112368,0.008695292653222348,0.045339404564459146,323,"[104, 7237, 42708]","[104, 7237, 42708]",188,111,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05001927,  0.46669627]), array([-0.55822363,  1.44172584])]","[array([0.89555613, 0.07474585]), array([-0.20313911,  0.57314641]), array([0.89555613, 0.07474585]), array([-0.20313911,  0.57314641])]",2.9055376946261087e-06,4.10873772721679e-06,8.71617031262335e-06,0.609159381974935,0.10792763033735403,0.717087012312289,209,"[13, 7882, 8291]","[13, 7882, 8291]",221,111,0.2,0.012100000000000003,0.01,0.38,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.0500598 ,  0.46670643]), array([-0.55822363,  1.44172584])]","[array([0.26305768, 0.30430504]), array([-0.84208842,  0.60099433]), array([0.26305768, 0.30430504]), array([-0.84208842,  0.60099433])]",1.6834335648680977e-05,2.380496306197631e-05,5.049963725354518e-05,0.04129949813180568,0.010522345276218193,0.05182184340802387,566,"[104, 14459, 75254]","[104, 14459, 75254]",198,42,0.2,0.012100000000000003,0.02,0.76,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05002204,  0.46669699]), array([-0.55822364,  1.44172584])]","[array([0.247664  , 0.35214536]), array([-0.81169027,  0.59795319]), array([0.247664  , 0.35214536]), array([-0.81169027,  0.59795319])]",3.862751803008494e-06,5.461223523184811e-06,1.1586088176103513e-05,0.048565270650923476,0.02026063929316308,0.06882590994408655,507,"[104, 12639, 65267]","[104, 12639, 65267]",205,61,0.2,0.012100000000000003,0.02,0.76,0.001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584]), array([-0.0500397 ,  0.46670171])]","[array([0.2067109 , 0.16536023]), array([-1.03106791,  0.71173687]), array([0.2067109 , 0.16536023]), array([-1.03106791,  0.71173687])]",9.954481185741207e-06,1.407745512761246e-05,2.9863009150882595e-05,0.1771839300855834,0.049425219191455566,0.22660914927703896,446,"[13, 2362, 14268]","[13, 2362, 14268]",189,42,0.2,0.012100000000000003,0.03333333333333333,1.2666666666666666,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002368,  0.46669743]), array([-0.55822364,  1.44172584])]","[array([0.20655681, 0.30092925]), array([-0.82990742,  0.61355216]), array([0.20655681, 0.30092925]), array([-0.82990742,  0.61355216])]",4.428180081785559e-06,6.259640725978101e-06,1.3280648825295218e-05,0.011631654458280564,0.0017210307805656602,0.013352685238846224,603,"[104, 13997, 81199]","[104, 13997, 81199]",200,111,0.2,0.012100000000000003,0.02,0.76,0.01,FIRE
"[array([0.62349941, 0.02803776]), array([-0.05004115,  0.46670201]), array([-0.55822363,  1.44172584])]","[array([0.10765606, 0.45594375]), array([-0.26643196,  0.48502817]), array([0.10765606, 0.45594375]), array([-0.26643196,  0.48502817])]",1.0447129225985271e-05,1.4774053415943868e-05,3.1340795937956706e-05,0.3548746041246688,0.16111209453511663,0.5159866986597854,270,"[13, 7552, 8211]","[13, 7552, 8211]",225,42,0.2,0.012100000000000003,0.01,0.38,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003385,  0.46670018]), array([-0.55822364,  1.44172584])]","[array([0.17618377, 0.43657534]), array([-0.17202668,  0.47882641]), array([0.17618377, 0.43657534]), array([-0.17202668,  0.47882641])]",7.938884252398394e-06,1.1225661669106878e-05,2.381436719765217e-05,0.2875860712471869,0.13948095441732622,0.4270670256645131,115,"[13, 6289, 6435]","[13, 6289, 6435]",201,42,0.2,0.012100000000000003,0.02,0.76,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05001808,  0.46669595]), array([-0.55822363,  1.44172584])]","[array([-0.07664714,  0.4707526 ]), array([-0.17352439,  0.48529667]), array([-0.07664714,  0.4707526 ]), array([-0.17352439,  0.48529667])]",2.4948935882392212e-06,3.5279977724098978e-06,7.484235885932273e-06,0.3853355168430614,0.0459265496951603,0.4312620665382217,98,"[13, 3788, 3915]","[13, 3788, 3915]",202,61,0.2,0.012100000000000003,0.02,0.76,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002347,  0.46669736]), array([-0.55822363,  1.44172584])]","[array([0.25698952, 0.20737172]), array([-0.15102008,  0.48160246]), array([0.25698952, 0.20737172]), array([-0.15102008,  0.48160246])]",4.352000115193255e-06,6.154177559664789e-06,1.3055321484647613e-05,0.2530095349841223,0.15651749282951444,0.40952702781363676,223,"[13, 8608, 8749]","[13, 8608, 8749]",226,61,0.2,0.012100000000000003,0.01,0.38,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05003142,  0.46669951]), array([-0.55822363,  1.44172584])]","[array([0.20740803, 0.42574438]), array([0.25858338, 0.3725089 ]), array([0.20740803, 0.42574438]), array([0.25858338, 0.3725089 ])]",7.097708167137565e-06,1.003736143212903e-05,2.1292680834868753e-05,0.1123842722035161,0.020468888911164933,0.13285316111468104,157,"[13, 4485, 7082]","[13, 4485, 7082]",203,111,0.2,0.012100000000000003,0.02,0.76,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002813,  0.46669863]), array([-0.55822363,  1.44172584])]","[array([0.21082287, 0.42208472]), array([-0.18711031,  0.48506909]), array([0.21082287, 0.42208472]), array([-0.18711031,  0.48506909])]",5.962939573333831e-06,8.432560532440084e-06,1.788838104380293e-05,0.2862361562264665,0.1571290377433782,0.4433651939698447,233,"[13, 5600, 5873]","[13, 5600, 5873]",227,111,0.2,0.012100000000000003,0.01,0.38,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002965,  0.46669897]), array([-0.55822363,  1.44172584])]","[array([0.22191969, 0.31115412]), array([-0.82376201,  0.60970057]), array([0.22191969, 0.31115412]), array([-0.82376201,  0.60970057])]",6.484042700804099e-06,9.167329462639486e-06,1.9448604328093123e-05,0.017593446917547582,0.002875545613213311,0.020468992530760892,584,"[104, 12756, 75032]","[104, 12756, 75032]",210,42,0.2,0.012100000000000003,0.02,0.76,0.0001,FIRE
"[array([0.62349941, 0.02803776]), array([-0.55822358,  1.44172593])]","[array([-0.3202265 ,  0.56665855]), array([-0.3202265 ,  0.56665855])]",5.088834495032193e-08,5.0642839114515245e-08,1.0153118406483717e-07,0.5050764544539212,0.0,0.5050764544539212,2000,"[13, 4968]","[13, 4968]",75,42,0.3333333333333333,0.03361111111111112,0.02,0.76,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822363,  1.44172584])]","[array([0.19989278, 0.11013638]), array([0.19989278, 0.11013638])]",8.618247130273977e-10,6.1631887722071e-10,1.4781435902481078e-09,0.1832851238619004,0.0,0.1832851238619004,2000,"[13, 9382]","[13, 9382]",105,42,0.3333333333333333,0.03361111111111112,0.01,0.38,0.01,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822247,  1.44172731])]","[array([-1.17567743,  0.62741596]), array([-1.17567743,  0.62741596])]",9.388624600524063e-07,9.386169542165995e-07,1.877479414269006e-06,0.3536894803886912,0.0,0.3536894803886912,2000,"[13, 8765]","[13, 8765]",95,111,0.3333333333333333,0.03361111111111112,0.02,0.76,0.0001,Scipy
"[array([0.62349941, 0.02803776]), array([-0.55822361,  1.44172588])]","[array([-0.2347305 ,  0.58242868]), array([-0.2347305 ,  0.58242868])]",2.553250552719139e-08,2.52869996913847e-08,5.081950521857609e-08,0.532708959487009,0.0,0.532708959487009,2000,"[13, 7258]","[13, 7258]",100,61,0.3333333333333333,0.03361111111111112,0.01,0.38,0.1,Scipy
"[array([0.62349941, 0.02803776]), array([-0.05002573,  0.46669798]), array([-0.55822363,  1.44172584])]","[array([0.21285109, 0.28907295]), array([-0.82038188,  0.6046952 ]), array([0.21285109, 0.28907295]), array([-0.82038188,  0.6046952 ])]",5.135420120414047e-06,7.2605525597665334e-06,1.5403392008756925e-05,0.011808324885230235,0.00787602230791339,0.019684347193143624,564,"[104, 14292, 80294]","[104, 14292, 80294]",193,61,0.2,0.012100000000000003,0.02,0.76,0.1,FIRE
